OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,PhysActivity_Census_Tract_Estimate,PhysActivity_Estimate_Confidence_Interval,PhysActivity_Map_Symbol_withinHSR,PhysActivity_County_Regional_Estimate,PhysActivity_Map_Symbol_State,PhysActivity_State_Estimate
973,8005082300,"Census Tract 823, Arapahoe County, Colorado",Arapahoe,2849,15,20.1,95% C.I.: 19.5 - 20.7,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
974,8005081600,"Census Tract 816, Arapahoe County, Colorado",Arapahoe,3854,15,18.6,95% C.I.: 18.1 - 19.2,Fourth Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
975,8005080700,"Census Tract 807, Arapahoe County, Colorado",Arapahoe,4271,15,20.3,95% C.I.: 19.6 - 20.9,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
976,8005006808,"Census Tract 68.08, Arapahoe County, Colorado",Arapahoe,4071,15,16.1,95% C.I.: 15.8 - 16.5,Lowest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
977,8005084600,"Census Tract 846, Arapahoe County, Colorado",Arapahoe,4166,15,18.8,95% C.I.: 18.3 - 19.3,Fourth Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
978,8005006711,"Census Tract 67.11, Arapahoe County, Colorado",Arapahoe,3085,15,17.4,95% C.I.: 17 - 17.8,Second Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
979,8005006815,"Census Tract 68.15, Arapahoe County, Colorado",Arapahoe,3424,15,18.2,95% C.I.: 17.7 - 18.7,Middle Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
980,8005082600,"Census Tract 826, Arapahoe County, Colorado",Arapahoe,3776,15,20.8,95% C.I.: 20.1 - 21.5,Highest Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
981,8005080200,"Census Tract 802, Arapahoe County, Colorado",Arapahoe,5087,15,19.8,95% C.I.: 19.2 - 20.4,Fourth Quintile,County/Regional Estimate 19.1% (95% C.I.: 17.4 - 20.8),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
982,8041003801,"Census Tract 38.01, El Paso County, Colorado",El Paso,1199,4,18.3,95% C.I.: 17.7 - 18.8,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
983,8041005111,"Census Tract 51.11, El Paso County, Colorado",El Paso,5344,4,17.6,95% C.I.: 17.1 - 18.1,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
984,8041007101,"Census Tract 71.01, El Paso County, Colorado",El Paso,5417,4,17.5,95% C.I.: 17.1 - 17.9,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
985,8041007201,"Census Tract 72.01, El Paso County, Colorado",El Paso,6585,4,17.8,95% C.I.: 17.4 - 18.3,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
986,8041006901,"Census Tract 69.01, El Paso County, Colorado",El Paso,3640,4,17.2,95% C.I.: 16.8 - 17.6,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
987,8041006301,"Census Tract 63.01, El Paso County, Colorado",El Paso,3522,4,19.5,95% C.I.: 18.8 - 20.1,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
988,8041006302,"Census Tract 63.02, El Paso County, Colorado",El Paso,4190,4,19.1,95% C.I.: 18.4 - 19.8,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
989,8041005110,"Census Tract 51.10, El Paso County, Colorado",El Paso,3198,4,17.3,95% C.I.: 16.8 - 17.8,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
990,8041006801,"Census Tract 68.01, El Paso County, Colorado",El Paso,3138,4,17.1,95% C.I.: 16.7 - 17.5,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
991,8041006802,"Census Tract 68.02, El Paso County, Colorado",El Paso,2885,4,17.5,95% C.I.: 17 - 18,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
992,8041004601,"Census Tract 46.01, El Paso County, Colorado",El Paso,3005,4,17,95% C.I.: 16.6 - 17.3,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
993,8041004511,"Census Tract 45.11, El Paso County, Colorado",El Paso,5210,4,18,95% C.I.: 17.5 - 18.5,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
994,8041004602,"Census Tract 46.02, El Paso County, Colorado",El Paso,3019,4,17.9,95% C.I.: 17.5 - 18.3,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
995,8041007601,"Census Tract 76.01, El Paso County, Colorado",El Paso,5597,4,18.3,95% C.I.: 17.8 - 18.7,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
996,8041007602,"Census Tract 76.02, El Paso County, Colorado",El Paso,2769,4,17.8,95% C.I.: 17.4 - 18.2,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
997,8041007202,"Census Tract 72.02, El Paso County, Colorado",El Paso,6683,4,18.6,95% C.I.: 18.2 - 19.1,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
998,8041003802,"Census Tract 38.02, El Paso County, Colorado",El Paso,4072,4,14.1,95% C.I.: 13.7 - 14.5,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
999,8041003307,"Census Tract 33.07, El Paso County, Colorado",El Paso,2702,4,19,95% C.I.: 18.5 - 19.5,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1000,8041003400,"Census Tract 34, El Paso County, Colorado",El Paso,3010,4,17.3,95% C.I.: 17 - 17.7,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1001,8041006700,"Census Tract 67, El Paso County, Colorado",El Paso,4885,4,17.6,95% C.I.: 17.2 - 17.9,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1002,8041003701,"Census Tract 37.01, El Paso County, Colorado",El Paso,6156,4,17.7,95% C.I.: 17.3 - 18.1,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1003,8041004100,"Census Tract 41, El Paso County, Colorado",El Paso,3650,4,18,95% C.I.: 17.6 - 18.5,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1004,8041004200,"Census Tract 42, El Paso County, Colorado",El Paso,3046,4,18.6,95% C.I.: 18 - 19.2,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1005,8041004508,"Census Tract 45.08, El Paso County, Colorado",El Paso,4819,4,19.2,95% C.I.: 18.7 - 19.7,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1006,8041004507,"Census Tract 45.07, El Paso County, Colorado",El Paso,2597,4,18.8,95% C.I.: 18.2 - 19.4,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1007,8041004506,"Census Tract 45.06, El Paso County, Colorado",El Paso,3766,4,19.2,95% C.I.: 18.6 - 19.8,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1008,8041004300,"Census Tract 43, El Paso County, Colorado",El Paso,5081,4,19.2,95% C.I.: 18.6 - 19.8,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1009,8041005000,"Census Tract 50, El Paso County, Colorado",El Paso,4095,4,18.3,95% C.I.: 17.8 - 18.8,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1010,8041006200,"Census Tract 62, El Paso County, Colorado",El Paso,3815,4,19.7,95% C.I.: 19.1 - 20.4,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1011,8041006100,"Census Tract 61, El Paso County, Colorado",El Paso,2833,4,18.7,95% C.I.: 18.1 - 19.3,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1012,8041006000,"Census Tract 60, El Paso County, Colorado",El Paso,5024,4,19.7,95% C.I.: 19.1 - 20.4,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1013,8041005900,"Census Tract 59, El Paso County, Colorado",El Paso,5583,4,18,95% C.I.: 17.5 - 18.5,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1014,8041005800,"Census Tract 58, El Paso County, Colorado",El Paso,2408,4,18.7,95% C.I.: 18.3 - 19.2,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1015,8041005700,"Census Tract 57, El Paso County, Colorado",El Paso,4794,4,17.9,95% C.I.: 17.4 - 18.4,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1016,8041005602,"Census Tract 56.02, El Paso County, Colorado",El Paso,2553,4,19,95% C.I.: 18.4 - 19.5,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1017,8041004703,"Census Tract 47.03, El Paso County, Colorado",El Paso,4688,4,17.9,95% C.I.: 17.4 - 18.3,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1018,8041004009,"Census Tract 40.09, El Paso County, Colorado",El Paso,1279,4,18.1,95% C.I.: 17.5 - 18.7,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1019,8041005202,"Census Tract 52.02, El Paso County, Colorado",El Paso,2105,4,18.4,95% C.I.: 17.8 - 19,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1020,8041003905,"Census Tract 39.05, El Paso County, Colorado",El Paso,2870,4,16.8,95% C.I.: 16.4 - 17.2,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1021,8041003706,"Census Tract 37.06, El Paso County, Colorado",El Paso,3452,4,17.5,95% C.I.: 17.1 - 17.9,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1022,8041003705,"Census Tract 37.05, El Paso County, Colorado",El Paso,4463,4,17.7,95% C.I.: 17.3 - 18,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1023,8041003000,"Census Tract 30, El Paso County, Colorado",El Paso,3727,4,18.2,95% C.I.: 17.7 - 18.6,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1024,8041003303,"Census Tract 33.03, El Paso County, Colorado",El Paso,4733,4,19.3,95% C.I.: 18.7 - 19.8,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1025,8041004503,"Census Tract 45.03, El Paso County, Colorado",El Paso,9686,4,17.8,95% C.I.: 17.3 - 18.3,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1026,8041002900,"Census Tract 29, El Paso County, Colorado",El Paso,4121,4,18,95% C.I.: 17.4 - 18.6,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1027,8041002000,"Census Tract 20, El Paso County, Colorado",El Paso,5135,4,18.5,95% C.I.: 17.9 - 19,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1028,8041004502,"Census Tract 45.02, El Paso County, Colorado",El Paso,4357,4,18.1,95% C.I.: 17.6 - 18.6,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1029,8041001900,"Census Tract 19, El Paso County, Colorado",El Paso,3580,4,19.3,95% C.I.: 18.7 - 19.9,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1030,8041001800,"Census Tract 18, El Paso County, Colorado",El Paso,1683,4,16.6,95% C.I.: 16.3 - 17,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1031,8041001700,"Census Tract 17, El Paso County, Colorado",El Paso,1643,4,17.2,95% C.I.: 16.7 - 17.6,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1032,8041001600,"Census Tract 16, El Paso County, Colorado",El Paso,3363,4,15.7,95% C.I.: 15.3 - 16.1,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1033,8041001500,"Census Tract 15, El Paso County, Colorado",El Paso,1746,4,18.8,95% C.I.: 18.3 - 19.3,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1034,8041003906,"Census Tract 39.06, El Paso County, Colorado",El Paso,4905,4,18.2,95% C.I.: 17.8 - 18.6,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1035,8041001101,"Census Tract 11.01, El Paso County, Colorado",El Paso,1274,4,20,95% C.I.: 19.5 - 20.6,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1036,8041001000,"Census Tract 10, El Paso County, Colorado",El Paso,1912,4,17.5,95% C.I.: 17.1 - 17.8,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1037,8041000900,"Census Tract 9, El Paso County, Colorado",El Paso,1871,4,16.6,95% C.I.: 16.3 - 17,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1038,8041005109,"Census Tract 51.09, El Paso County, Colorado",El Paso,5637,4,18.1,95% C.I.: 17.6 - 18.6,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1039,8041005105,"Census Tract 51.05, El Paso County, Colorado",El Paso,5267,4,17.4,95% C.I.: 17 - 17.9,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1040,8041005107,"Census Tract 51.07, El Paso County, Colorado",El Paso,6209,4,17.9,95% C.I.: 17.4 - 18.4,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1041,8041007102,"Census Tract 71.02, El Paso County, Colorado",El Paso,6479,4,17.4,95% C.I.: 17 - 17.7,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1042,8041004705,"Census Tract 47.05, El Paso County, Colorado",El Paso,5983,4,17.5,95% C.I.: 17 - 18,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1043,8041005106,"Census Tract 51.06, El Paso County, Colorado",El Paso,7151,4,17.2,95% C.I.: 16.8 - 17.7,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1044,8041004706,"Census Tract 47.06, El Paso County, Colorado",El Paso,3771,4,17.9,95% C.I.: 17.4 - 18.3,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1045,8041006902,"Census Tract 69.02, El Paso County, Colorado",El Paso,3611,4,17.1,95% C.I.: 16.7 - 17.5,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1046,8041004603,"Census Tract 46.03, El Paso County, Colorado",El Paso,4673,4,17.4,95% C.I.: 16.9 - 17.9,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1047,8041004510,"Census Tract 45.10, El Paso County, Colorado",El Paso,6546,4,17.6,95% C.I.: 17.1 - 18.1,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1048,8041005108,"Census Tract 51.08, El Paso County, Colorado",El Paso,6615,4,18,95% C.I.: 17.5 - 18.5,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1049,8041003308,"Census Tract 33.08, El Paso County, Colorado",El Paso,4389,4,16.6,95% C.I.: 16.1 - 17.1,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1050,8041003305,"Census Tract 33.05, El Paso County, Colorado",El Paso,5408,4,18.6,95% C.I.: 18.2 - 19,Fourth Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1051,8041004401,"Census Tract 44.01, El Paso County, Colorado",El Paso,4947,4,15.9,95% C.I.: 15.5 - 16.4,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1052,8041004403,"Census Tract 44.03, El Paso County, Colorado",El Paso,776,4,16,95% C.I.: 15.5 - 16.6,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1053,8041004402,"Census Tract 44.02, El Paso County, Colorado",El Paso,5526,4,14.8,95% C.I.: 14.3 - 15.2,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1054,8041003306,"Census Tract 33.06, El Paso County, Colorado",El Paso,2530,4,17.2,95% C.I.: 16.9 - 17.6,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1055,8041005104,"Census Tract 51.04, El Paso County, Colorado",El Paso,6364,4,17.9,95% C.I.: 17.5 - 18.4,Middle Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1056,8041005502,"Census Tract 55.02, El Paso County, Colorado",El Paso,3448,4,17.7,95% C.I.: 17.3 - 18.2,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1057,8041004702,"Census Tract 47.02, El Paso County, Colorado",El Paso,1741,4,17.2,95% C.I.: 16.8 - 17.6,Lowest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1058,8041000101,"Census Tract 1.01, El Paso County, Colorado",El Paso,5203,4,19.1,95% C.I.: 18.6 - 19.6,Highest Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
1059,8041008000,"Census Tract 80, El Paso County, Colorado",El Paso,3423,4,17.4,95% C.I.: 17 - 17.9,Second Quintile,County/Regional Estimate 17.9% (95% C.I.: 16.5 - 19.3),Middle Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
