OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,HeartDisease_Census_Tract_Estimate,HeartDisease_Estimate_Confidence_Interval,HeartDisease_Map_Symbol_withinHSR,HeartDisease_County_Regional_Estimate,HeartDisease_Map_Symbol_State,HeartDisease_State_Estimate
444,8123001406,"Census Tract 14.06, Weld County, Colorado",Weld,4144,18,3.5,95% C.I.: 3.3 - 3.9,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
445,8123001414,"Census Tract 14.14, Weld County, Colorado",Weld,1626,18,3.6,95% C.I.: 3.4 - 4,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
446,8123001003,"Census Tract 10.03, Weld County, Colorado",Weld,2920,18,2.8,95% C.I.: 2.5 - 3.4,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
447,8123002207,"Census Tract 22.07, Weld County, Colorado",Weld,1993,18,2.9,95% C.I.: 2.7 - 3.1,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
448,8123002009,"Census Tract 20.09, Weld County, Colorado",Weld,1182,18,4.2,95% C.I.: 4 - 4.5,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
449,8123001908,"Census Tract 19.08, Weld County, Colorado",Weld,1930,18,4.3,95% C.I.: 3.9 - 4.8,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
450,8123002010,"Census Tract 20.10, Weld County, Colorado",Weld,1854,18,2.6,95% C.I.: 2.4 - 2.9,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
451,8123001906,"Census Tract 19.06, Weld County, Colorado",Weld,1268,18,3.7,95% C.I.: 3.5 - 4.1,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
452,8123002103,"Census Tract 21.03, Weld County, Colorado",Weld,6950,18,4.1,95% C.I.: 3.8 - 4.4,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
453,8123001410,"Census Tract 14.10, Weld County, Colorado",Weld,2690,18,6.3,95% C.I.: 5.9 - 6.7,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
454,8123002208,"Census Tract 22.08, Weld County, Colorado",Weld,3859,18,3.4,95% C.I.: 3.2 - 3.7,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
455,8123001417,"Census Tract 14.17, Weld County, Colorado",Weld,1913,18,3.5,95% C.I.: 3.2 - 3.9,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
456,8123001416,"Census Tract 14.16, Weld County, Colorado",Weld,1995,18,4,95% C.I.: 3.8 - 4.4,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
457,8123001005,"Census Tract 10.05, Weld County, Colorado",Weld,5057,18,2,95% C.I.: 1.9 - 2.3,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
458,8123001004,"Census Tract 10.04, Weld County, Colorado",Weld,3098,18,2.3,95% C.I.: 2.1 - 2.8,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
459,8123000705,"Census Tract 7.05, Weld County, Colorado",Weld,1239,18,5.4,95% C.I.: 5 - 5.9,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
460,8123000800,"Census Tract 8, Weld County, Colorado",Weld,2959,18,2,95% C.I.: 1.9 - 2.5,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
461,8123000200,"Census Tract 2, Weld County, Colorado",Weld,3607,18,0.8,95% C.I.: 0.7 - 1.3,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
462,8123000100,"Census Tract 1, Weld County, Colorado",Weld,2093,18,4,95% C.I.: 3.7 - 4.6,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
463,8123000300,"Census Tract 3, Weld County, Colorado",Weld,2327,18,0.5,95% C.I.: 0.4 - 0.9,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
464,8123000900,"Census Tract 9, Weld County, Colorado",Weld,2215,18,3.3,95% C.I.: 3.1 - 3.6,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
465,8123000402,"Census Tract 4.02, Weld County, Colorado",Weld,2894,18,2.3,95% C.I.: 2.1 - 2.8,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
466,8123001202,"Census Tract 12.02, Weld County, Colorado",Weld,2085,18,5,95% C.I.: 4.7 - 5.7,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
467,8123001300,"Census Tract 13, Weld County, Colorado",Weld,5568,18,3.1,95% C.I.: 2.8 - 3.6,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
468,8123001201,"Census Tract 12.01, Weld County, Colorado",Weld,2929,18,3.3,95% C.I.: 3 - 3.6,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
469,8123000502,"Census Tract 5.02, Weld County, Colorado",Weld,2460,18,2.8,95% C.I.: 2.5 - 3.3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
470,8123000401,"Census Tract 4.01, Weld County, Colorado",Weld,2832,18,3.5,95% C.I.: 3.2 - 3.8,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
471,8123001100,"Census Tract 11, Weld County, Colorado",Weld,3432,18,3.9,95% C.I.: 3.6 - 4.4,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
472,8123001800,"Census Tract 18, Weld County, Colorado",Weld,3240,18,3.6,95% C.I.: 3.4 - 4,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
473,8123000600,"Census Tract 6, Weld County, Colorado",Weld,1761,18,2.1,95% C.I.: 1.9 - 2.6,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
474,8123001700,"Census Tract 17, Weld County, Colorado",Weld,4093,18,3.4,95% C.I.: 3.1 - 3.7,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
475,8123001404,"Census Tract 14.04, Weld County, Colorado",Weld,2451,18,3.7,95% C.I.: 3.5 - 4.1,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
476,8123002502,"Census Tract 25.02, Weld County, Colorado",Weld,4602,18,4.5,95% C.I.: 4.2 - 4.9,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
477,8123001902,"Census Tract 19.02, Weld County, Colorado",Weld,5306,18,3.3,95% C.I.: 3 - 3.7,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
478,8123001500,"Census Tract 15, Weld County, Colorado",Weld,5399,18,4,95% C.I.: 3.7 - 4.3,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
479,8123002300,"Census Tract 23, Weld County, Colorado",Weld,4016,18,3.7,95% C.I.: 3.4 - 4.1,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
480,8123000701,"Census Tract 7.01, Weld County, Colorado",Weld,1157,18,2.7,95% C.I.: 2.4 - 3.1,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
481,8123001600,"Census Tract 16, Weld County, Colorado",Weld,3494,18,3.2,95% C.I.: 3 - 3.5,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
482,8123002501,"Census Tract 25.01, Weld County, Colorado",Weld,4026,18,3.7,95% C.I.: 3.4 - 3.9,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
483,8123000501,"Census Tract 5.01, Weld County, Colorado",Weld,2155,18,3.2,95% C.I.: 2.8 - 4.3,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
484,8123002013,"Census Tract 20.13, Weld County, Colorado",Weld,2053,18,2.8,95% C.I.: 2.7 - 3.1,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
485,8123002012,"Census Tract 20.12, Weld County, Colorado",Weld,888,18,3.4,95% C.I.: 3.1 - 3.7,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
486,8014980100,"Census Tract 9801, Broomfield County, Colorado",Broomfield,0,16,,,"No Estimate, Population < 50",County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),"No Estimate, Population < 50",State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
487,8121924200,"Census Tract 9242, Washington County, Colorado",Washington,2261,1,1.4,95% C.I.: 0.8 - 5.5,Lowest Quintile,County/Regional Estimate 2.8% (95% C.I.: 0 - 6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
488,8123002006,"Census Tract 20.06, Weld County, Colorado",Weld,249,18,4.7,95% C.I.: 4.5 - 5.1,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
489,8123002102,"Census Tract 21.02, Weld County, Colorado",Weld,9571,18,3.5,95% C.I.: 3.3 - 3.9,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
490,8123002101,"Census Tract 21.01, Weld County, Colorado",Weld,6002,18,2.9,95% C.I.: 2.7 - 3.2,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
491,8123002210,"Census Tract 22.10, Weld County, Colorado",Weld,735,18,3,95% C.I.: 2.8 - 3.4,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
492,8123002209,"Census Tract 22.09, Weld County, Colorado",Weld,1215,18,4.6,95% C.I.: 4.4 - 4.9,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
493,8123002206,"Census Tract 22.06, Weld County, Colorado",Weld,2522,18,4,95% C.I.: 3.7 - 4.2,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
494,8123002205,"Census Tract 22.05, Weld County, Colorado",Weld,3684,18,3.1,95% C.I.: 2.8 - 3.3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
495,8014980300,"Census Tract 9803, Broomfield County, Colorado",Broomfield,0,16,,,"No Estimate, Population < 50",County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),"No Estimate, Population < 50",State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
496,8014030200,"Census Tract 302, Broomfield County, Colorado",Broomfield,1529,16,1,95% C.I.: 0.9 - 1.6,Lowest Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
497,8014031100,"Census Tract 311, Broomfield County, Colorado",Broomfield,4281,16,0.8,95% C.I.: 0.7 - 1.7,Lowest Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
498,8014031300,"Census Tract 313, Broomfield County, Colorado",Broomfield,1839,16,1.5,95% C.I.: 1.4 - 2.3,Second Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
499,8014031400,"Census Tract 314, Broomfield County, Colorado",Broomfield,3540,16,3.8,95% C.I.: 3.5 - 4.5,Highest Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
500,8014030600,"Census Tract 306, Broomfield County, Colorado",Broomfield,4611,16,1.2,95% C.I.: 1.1 - 2.9,Lowest Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
501,8014030900,"Census Tract 309, Broomfield County, Colorado",Broomfield,4405,16,1.8,95% C.I.: 1.6 - 2.8,Middle Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
502,8014030800,"Census Tract 308, Broomfield County, Colorado",Broomfield,4043,16,1.1,95% C.I.: 0.9 - 2.2,Lowest Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
503,8014031000,"Census Tract 310, Broomfield County, Colorado",Broomfield,3955,16,1.9,95% C.I.: 1.7 - 3,Middle Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
504,8123002204,"Census Tract 22.04, Weld County, Colorado",Weld,1486,18,4.3,95% C.I.: 4.1 - 4.7,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
505,8123002203,"Census Tract 22.03, Weld County, Colorado",Weld,1246,18,3.4,95% C.I.: 3.2 - 3.7,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
506,8123002014,"Census Tract 20.14, Weld County, Colorado",Weld,1317,18,4.2,95% C.I.: 3.9 - 4.5,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
507,8123002017,"Census Tract 20.17, Weld County, Colorado",Weld,469,18,3.6,95% C.I.: 3.3 - 3.8,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
508,8123002011,"Census Tract 20.11, Weld County, Colorado",Weld,820,18,2.7,95% C.I.: 2.5 - 3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
509,8123002015,"Census Tract 20.15, Weld County, Colorado",Weld,856,18,3,95% C.I.: 2.7 - 3.3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
510,8123001907,"Census Tract 19.07, Weld County, Colorado",Weld,2212,18,3.9,95% C.I.: 3.5 - 4.4,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
511,8123001905,"Census Tract 19.05, Weld County, Colorado",Weld,3172,18,2.6,95% C.I.: 2.4 - 3.1,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
512,8123002021,"Census Tract 20.21, Weld County, Colorado",Weld,498,18,4.7,95% C.I.: 4.4 - 5.1,Highest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
513,8014030500,"Census Tract 305, Broomfield County, Colorado",Broomfield,4076,16,1.6,95% C.I.: 1.4 - 2.6,Second Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
514,8014980200,"Census Tract 9802, Broomfield County, Colorado",Broomfield,0,16,,,"No Estimate, Population < 50",County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),"No Estimate, Population < 50",State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
515,8014030300,"Census Tract 303, Broomfield County, Colorado",Broomfield,2967,16,1.4,95% C.I.: 1.2 - 2.9,Second Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
516,8014030000,"Census Tract 300, Broomfield County, Colorado",Broomfield,2868,16,1.1,95% C.I.: 0.9 - 2.6,Lowest Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
517,8014030100,"Census Tract 301, Broomfield County, Colorado",Broomfield,1818,16,1.5,95% C.I.: 1.3 - 2.5,Second Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
518,8014030400,"Census Tract 304, Broomfield County, Colorado",Broomfield,2868,16,2,95% C.I.: 1.8 - 3.2,Fourth Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
519,8014031200,"Census Tract 312, Broomfield County, Colorado",Broomfield,3682,16,0.9,95% C.I.: 0.8 - 1.8,Lowest Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
520,8014030700,"Census Tract 307, Broomfield County, Colorado",Broomfield,2305,16,0.7,95% C.I.: 0.6 - 2.2,Lowest Quintile,County/Regional Estimate 1.6% (95% C.I.: 0.5 - 2.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
521,8123002020,"Census Tract 20.20, Weld County, Colorado",Weld,3658,18,2.6,95% C.I.: 2.4 - 2.9,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
522,8123002016,"Census Tract 20.16, Weld County, Colorado",Weld,2453,18,3.2,95% C.I.: 2.9 - 3.6,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
523,8123002018,"Census Tract 20.18, Weld County, Colorado",Weld,1133,18,2.6,95% C.I.: 2.4 - 2.9,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
524,8123002019,"Census Tract 20.19, Weld County, Colorado",Weld,3461,18,3,95% C.I.: 2.8 - 3.3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
525,8123002008,"Census Tract 20.08, Weld County, Colorado",Weld,3811,18,2.9,95% C.I.: 2.7 - 3.3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
526,8123002007,"Census Tract 20.07, Weld County, Colorado",Weld,4847,18,3.1,95% C.I.: 2.9 - 3.4,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
527,8123002005,"Census Tract 20.05, Weld County, Colorado",Weld,598,18,2.9,95% C.I.: 2.6 - 3.2,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
528,8123002004,"Census Tract 20.04, Weld County, Colorado",Weld,3255,18,2.7,95% C.I.: 2.5 - 3,Second Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Middle Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
529,8123000704,"Census Tract 7.04, Weld County, Colorado",Weld,605,18,1.7,95% C.I.: 1.6 - 2,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
530,8123000703,"Census Tract 7.03, Weld County, Colorado",Weld,4547,18,2.4,95% C.I.: 2.1 - 2.9,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
531,8123001006,"Census Tract 10.06, Weld County, Colorado",Weld,3477,18,3.2,95% C.I.: 2.9 - 3.5,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
532,8123001413,"Census Tract 14.13, Weld County, Colorado",Weld,2108,18,3.9,95% C.I.: 3.6 - 4.3,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
533,8123001415,"Census Tract 14.15, Weld County, Colorado",Weld,2344,18,3.9,95% C.I.: 3.6 - 4.2,Fourth Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
534,8123001409,"Census Tract 14.09, Weld County, Colorado",Weld,2554,18,3.2,95% C.I.: 3 - 3.5,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
535,8123001411,"Census Tract 14.11, Weld County, Colorado",Weld,1964,18,3.5,95% C.I.: 3.3 - 3.8,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 2.4 - 4.1),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
536,8047013800,"Census Tract 138, Gilpin County, Colorado",Gilpin,4727,17,1.8,95% C.I.: 1.5 - 4.4,Lowest Quintile,County/Regional Estimate 3% (95% C.I.: 0 - 8.6),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
537,8031980000,"Census Tract 9800, Denver County, Colorado",Denver,1020,20,1.7,95% C.I.: 1.6 - 1.9,Second Quintile,County/Regional Estimate 2.1% (95% C.I.: 1.6 - 2.5),Lowest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
538,8071000800,"Census Tract 8, Las Animas County, Colorado",Las Animas,2219,6,3.6,95% C.I.: 2.8 - 6.5,Second Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.1 - 6.2),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
539,8071000100,"Census Tract 1, Las Animas County, Colorado",Las Animas,2442,6,4.5,95% C.I.: 3.7 - 8.3,Middle Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.1 - 6.2),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
540,8071000200,"Census Tract 2, Las Animas County, Colorado",Las Animas,1779,6,2.2,95% C.I.: 1.7 - 5.9,Lowest Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.1 - 6.2),Second Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
541,8071000300,"Census Tract 3, Las Animas County, Colorado",Las Animas,1842,6,4.3,95% C.I.: 3.5 - 8.1,Middle Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.1 - 6.2),Highest Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
542,8071000500,"Census Tract 5, Las Animas County, Colorado",Las Animas,1514,6,3.2,95% C.I.: 2.6 - 7.3,Second Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.1 - 6.2),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
543,8071000400,"Census Tract 4, Las Animas County, Colorado",Las Animas,1792,6,3.7,95% C.I.: 3 - 7.6,Second Quintile,County/Regional Estimate 3.7% (95% C.I.: 1.1 - 6.2),Fourth Quintile,State Estimate 2.9% (95% C.I.: 2.7 - 3.0)
