OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,HealthStatus_Census_Tract_Estimate,HealthStatus_Estimate_Confidence_Interval,HealthStatus_Map_Symbol_withinHSR,HealthStatus_County_Regional_Estimate,HealthStatus_Map_Symbol_State,HealthStatus_State_Estimate
409,8075966000,"Census Tract 9660, Logan County, Colorado",Logan,1659,1,15.1,95% C.I.: 13.5 - 17.1,Fourth Quintile,County/Regional Estimate 14.4% (95% C.I.: 10.3 - 18.5),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
410,8075966400,"Census Tract 9664, Logan County, Colorado",Logan,1690,1,16.7,95% C.I.: 15.1 - 18.8,Highest Quintile,County/Regional Estimate 14.4% (95% C.I.: 10.3 - 18.5),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
411,8075965900,"Census Tract 9659, Logan County, Colorado",Logan,1094,1,13.4,95% C.I.: 12.1 - 15.4,Second Quintile,County/Regional Estimate 14.4% (95% C.I.: 10.3 - 18.5),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
412,8013060800,"Census Tract 608, Boulder County, Colorado",Boulder,5673,16,11.3,95% C.I.: 10.7 - 12,Highest Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
413,8013013507,"Census Tract 135.07, Boulder County, Colorado",Boulder,2609,16,10.1,95% C.I.: 9.5 - 10.7,Fourth Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
414,8013013505,"Census Tract 135.05, Boulder County, Colorado",Boulder,3129,16,14.6,95% C.I.: 13.7 - 15.4,Highest Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
415,8013013212,"Census Tract 132.12, Boulder County, Colorado",Boulder,3622,16,10.9,95% C.I.: 10.4 - 11.5,Fourth Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
416,8013061300,"Census Tract 613, Boulder County, Colorado",Boulder,2412,16,8.8,95% C.I.: 8.4 - 9.2,Lowest Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
417,8013061400,"Census Tract 614, Boulder County, Colorado",Boulder,2556,16,10.9,95% C.I.: 10.3 - 11.5,Fourth Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
418,8013012607,"Census Tract 126.07, Boulder County, Colorado",Boulder,5238,16,8.4,95% C.I.: 7.9 - 8.8,Lowest Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
419,8013013508,"Census Tract 135.08, Boulder County, Colorado",Boulder,5552,16,9.7,95% C.I.: 9.3 - 10.2,Middle Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
420,8013013506,"Census Tract 135.06, Boulder County, Colorado",Boulder,3357,16,11.2,95% C.I.: 10.7 - 11.8,Highest Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
421,8013013213,"Census Tract 132.13, Boulder County, Colorado",Boulder,5929,16,9.1,95% C.I.: 8.7 - 9.6,Second Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
422,8013012608,"Census Tract 126.08, Boulder County, Colorado",Boulder,2203,16,8.6,95% C.I.: 8.2 - 9.1,Lowest Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
423,8013060600,"Census Tract 606, Boulder County, Colorado",Boulder,4738,16,10.1,95% C.I.: 9.6 - 10.7,Fourth Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
424,8013060700,"Census Tract 607, Boulder County, Colorado",Boulder,2479,16,9.6,95% C.I.: 9.2 - 10.1,Middle Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
425,8013013005,"Census Tract 130.05, Boulder County, Colorado",Boulder,2606,16,8.6,95% C.I.: 8.2 - 8.9,Lowest Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
426,8013012508,"Census Tract 125.08, Boulder County, Colorado",Boulder,2856,16,8,95% C.I.: 7.6 - 8.3,Lowest Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
427,8013012605,"Census Tract 126.05, Boulder County, Colorado",Boulder,1595,16,8.1,95% C.I.: 7.7 - 8.5,Lowest Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
428,8013013004,"Census Tract 130.04, Boulder County, Colorado",Boulder,2608,16,9.1,95% C.I.: 8.6 - 9.5,Second Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
429,8013012401,"Census Tract 124.01, Boulder County, Colorado",Boulder,5926,16,9.2,95% C.I.: 8.8 - 9.6,Second Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
430,8013012300,"Census Tract 123, Boulder County, Colorado",Boulder,6788,16,9.1,95% C.I.: 8.6 - 9.5,Second Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
431,8013012202,"Census Tract 122.02, Boulder County, Colorado",Boulder,5784,16,9.3,95% C.I.: 8.9 - 9.7,Second Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
432,8013012102,"Census Tract 121.02, Boulder County, Colorado",Boulder,6008,16,9.2,95% C.I.: 8.7 - 9.6,Second Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
433,8013012105,"Census Tract 121.05, Boulder County, Colorado",Boulder,4286,16,10.2,95% C.I.: 9.7 - 10.7,Fourth Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
434,8013012104,"Census Tract 121.04, Boulder County, Colorado",Boulder,1853,16,9.9,95% C.I.: 9.4 - 10.3,Middle Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
435,8013012904,"Census Tract 129.04, Boulder County, Colorado",Boulder,4561,16,9.5,95% C.I.: 9.1 - 9.9,Middle Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
436,8013012707,"Census Tract 127.07, Boulder County, Colorado",Boulder,2015,16,10,95% C.I.: 9.5 - 10.5,Middle Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
437,8013012905,"Census Tract 129.05, Boulder County, Colorado",Boulder,2166,16,10.6,95% C.I.: 10 - 11.2,Fourth Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
438,8013012103,"Census Tract 121.03, Boulder County, Colorado",Boulder,3210,16,9.6,95% C.I.: 9.2 - 10.1,Middle Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
439,8013012800,"Census Tract 128, Boulder County, Colorado",Boulder,8601,16,9,95% C.I.: 8.6 - 9.4,Second Quintile,County/Regional Estimate 10.6% (95% C.I.: 9 - 12.2),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
440,8123001412,"Census Tract 14.12, Weld County, Colorado",Weld,2012,18,14.6,95% C.I.: 14 - 15.3,Middle Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
441,8123001407,"Census Tract 14.07, Weld County, Colorado",Weld,1905,18,12.1,95% C.I.: 11.7 - 12.5,Lowest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
442,8123001408,"Census Tract 14.08, Weld County, Colorado",Weld,1625,18,16.2,95% C.I.: 15.5 - 16.9,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
443,8123001405,"Census Tract 14.05, Weld County, Colorado",Weld,3092,18,14.2,95% C.I.: 13.7 - 14.9,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
444,8123001406,"Census Tract 14.06, Weld County, Colorado",Weld,4144,18,14.9,95% C.I.: 14.3 - 15.6,Middle Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
445,8123001414,"Census Tract 14.14, Weld County, Colorado",Weld,1626,18,14.3,95% C.I.: 13.7 - 14.9,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
446,8123001003,"Census Tract 10.03, Weld County, Colorado",Weld,2920,18,18.8,95% C.I.: 17.8 - 19.7,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
447,8123002207,"Census Tract 22.07, Weld County, Colorado",Weld,1993,18,12.5,95% C.I.: 12.1 - 13,Lowest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
448,8123002009,"Census Tract 20.09, Weld County, Colorado",Weld,1182,18,13.9,95% C.I.: 13.4 - 14.4,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
449,8123001908,"Census Tract 19.08, Weld County, Colorado",Weld,1930,18,17.1,95% C.I.: 16.3 - 17.9,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
450,8123002010,"Census Tract 20.10, Weld County, Colorado",Weld,1854,18,14,95% C.I.: 13.4 - 14.6,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
451,8123001906,"Census Tract 19.06, Weld County, Colorado",Weld,1268,18,15.9,95% C.I.: 15.2 - 16.5,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
452,8123002103,"Census Tract 21.03, Weld County, Colorado",Weld,6950,18,13.5,95% C.I.: 13 - 14,Lowest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
453,8123001410,"Census Tract 14.10, Weld County, Colorado",Weld,2690,18,16.2,95% C.I.: 15.6 - 16.8,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
454,8123002208,"Census Tract 22.08, Weld County, Colorado",Weld,3859,18,12.9,95% C.I.: 12.5 - 13.4,Lowest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
455,8123001417,"Census Tract 14.17, Weld County, Colorado",Weld,1913,18,16.4,95% C.I.: 15.7 - 17.2,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
456,8123001416,"Census Tract 14.16, Weld County, Colorado",Weld,1995,18,14.7,95% C.I.: 14.2 - 15.3,Middle Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
457,8123001005,"Census Tract 10.05, Weld County, Colorado",Weld,5057,18,16.1,95% C.I.: 15.4 - 16.8,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
458,8123001004,"Census Tract 10.04, Weld County, Colorado",Weld,3098,18,17.1,95% C.I.: 16.3 - 17.9,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
459,8123000705,"Census Tract 7.05, Weld County, Colorado",Weld,1239,18,17.9,95% C.I.: 17.1 - 18.8,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
460,8123000800,"Census Tract 8, Weld County, Colorado",Weld,2959,18,14.1,95% C.I.: 13.5 - 14.8,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
461,8123000200,"Census Tract 2, Weld County, Colorado",Weld,3607,18,11.7,95% C.I.: 11.1 - 12.4,Lowest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
462,8123000100,"Census Tract 1, Weld County, Colorado",Weld,2093,18,17,95% C.I.: 16.2 - 17.8,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
463,8123000300,"Census Tract 3, Weld County, Colorado",Weld,2327,18,9.6,95% C.I.: 9.1 - 10.1,Lowest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
464,8123000900,"Census Tract 9, Weld County, Colorado",Weld,2215,18,14.7,95% C.I.: 14.1 - 15.3,Middle Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
465,8123000402,"Census Tract 4.02, Weld County, Colorado",Weld,2894,18,14.8,95% C.I.: 14.2 - 15.5,Middle Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
466,8123001202,"Census Tract 12.02, Weld County, Colorado",Weld,2085,18,16.9,95% C.I.: 16.2 - 17.7,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
467,8123001300,"Census Tract 13, Weld County, Colorado",Weld,5568,18,18.7,95% C.I.: 17.8 - 19.6,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
468,8123001201,"Census Tract 12.01, Weld County, Colorado",Weld,2929,18,14.5,95% C.I.: 13.9 - 15.1,Middle Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
469,8123000502,"Census Tract 5.02, Weld County, Colorado",Weld,2460,18,19.4,95% C.I.: 18.4 - 20.4,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
470,8123000401,"Census Tract 4.01, Weld County, Colorado",Weld,2832,18,14.3,95% C.I.: 13.7 - 14.9,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
471,8123001100,"Census Tract 11, Weld County, Colorado",Weld,3432,18,16.5,95% C.I.: 15.8 - 17.3,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
472,8123001800,"Census Tract 18, Weld County, Colorado",Weld,3240,18,15.4,95% C.I.: 14.7 - 16,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
473,8123000600,"Census Tract 6, Weld County, Colorado",Weld,1761,18,16.3,95% C.I.: 15.5 - 17.1,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
474,8123001700,"Census Tract 17, Weld County, Colorado",Weld,4093,18,16,95% C.I.: 15.4 - 16.6,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
475,8123001404,"Census Tract 14.04, Weld County, Colorado",Weld,2451,18,15.3,95% C.I.: 14.7 - 16,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
476,8123002502,"Census Tract 25.02, Weld County, Colorado",Weld,4602,18,15.1,95% C.I.: 14.5 - 15.7,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
477,8123001902,"Census Tract 19.02, Weld County, Colorado",Weld,5306,18,15.3,95% C.I.: 14.7 - 16,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
478,8123001500,"Census Tract 15, Weld County, Colorado",Weld,5399,18,14.4,95% C.I.: 13.8 - 15,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
479,8123002300,"Census Tract 23, Weld County, Colorado",Weld,4016,18,15.1,95% C.I.: 14.5 - 15.7,Fourth Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
480,8123000701,"Census Tract 7.01, Weld County, Colorado",Weld,1157,18,21.1,95% C.I.: 20.2 - 22.1,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
481,8123001600,"Census Tract 16, Weld County, Colorado",Weld,3494,18,14.8,95% C.I.: 14.2 - 15.4,Middle Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
482,8123002501,"Census Tract 25.01, Weld County, Colorado",Weld,4026,18,13.1,95% C.I.: 12.6 - 13.5,Lowest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
483,8123000501,"Census Tract 5.01, Weld County, Colorado",Weld,2155,18,22.1,95% C.I.: 21 - 23.4,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Highest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
484,8123002013,"Census Tract 20.13, Weld County, Colorado",Weld,2053,18,12.8,95% C.I.: 12.3 - 13.3,Lowest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
485,8123002012,"Census Tract 20.12, Weld County, Colorado",Weld,888,18,14,95% C.I.: 13.4 - 14.6,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
486,8014980100,"Census Tract 9801, Broomfield County, Colorado",Broomfield,0,16,,,"No Estimate, Population < 50",County/Regional Estimate 10.4% (95% C.I.: 6.2 - 14.5),"No Estimate, Population < 50",State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
487,8121924200,"Census Tract 9242, Washington County, Colorado",Washington,2261,1,13.5,95% C.I.: 10.7 - 17.1,Second Quintile,County/Regional Estimate 16.2% (95% C.I.: 5 - 27.3),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
488,8123002006,"Census Tract 20.06, Weld County, Colorado",Weld,249,18,14.9,95% C.I.: 14.3 - 15.4,Middle Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
489,8123002102,"Census Tract 21.02, Weld County, Colorado",Weld,9571,18,14,95% C.I.: 13.5 - 14.6,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
490,8123002101,"Census Tract 21.01, Weld County, Colorado",Weld,6002,18,13.9,95% C.I.: 13.3 - 14.5,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
491,8123002210,"Census Tract 22.10, Weld County, Colorado",Weld,735,18,14.9,95% C.I.: 14.3 - 15.5,Middle Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Fourth Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
492,8123002209,"Census Tract 22.09, Weld County, Colorado",Weld,1215,18,13.3,95% C.I.: 12.8 - 13.7,Lowest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
493,8123002206,"Census Tract 22.06, Weld County, Colorado",Weld,2522,18,13.2,95% C.I.: 12.8 - 13.7,Lowest Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
494,8123002205,"Census Tract 22.05, Weld County, Colorado",Weld,3684,18,14.1,95% C.I.: 13.5 - 14.6,Second Quintile,County/Regional Estimate 15% (95% C.I.: 13.2 - 16.8),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
495,8014980300,"Census Tract 9803, Broomfield County, Colorado",Broomfield,0,16,,,"No Estimate, Population < 50",County/Regional Estimate 10.4% (95% C.I.: 6.2 - 14.5),"No Estimate, Population < 50",State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
496,8014030200,"Census Tract 302, Broomfield County, Colorado",Broomfield,1529,16,9.7,95% C.I.: 8.8 - 10.7,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 6.2 - 14.5),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
497,8014031100,"Census Tract 311, Broomfield County, Colorado",Broomfield,4281,16,9.8,95% C.I.: 8.8 - 12.4,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 6.2 - 14.5),Lowest Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
498,8014031300,"Census Tract 313, Broomfield County, Colorado",Broomfield,1839,16,11.2,95% C.I.: 10.3 - 12.7,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 6.2 - 14.5),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
499,8014031400,"Census Tract 314, Broomfield County, Colorado",Broomfield,3540,16,11.6,95% C.I.: 10.6 - 12.8,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 6.2 - 14.5),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
500,8014030600,"Census Tract 306, Broomfield County, Colorado",Broomfield,4611,16,11,95% C.I.: 9.9 - 12.8,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 6.2 - 14.5),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
501,8014030900,"Census Tract 309, Broomfield County, Colorado",Broomfield,4405,16,11.9,95% C.I.: 10.8 - 13.2,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 6.2 - 14.5),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
502,8014030800,"Census Tract 308, Broomfield County, Colorado",Broomfield,4043,16,11.2,95% C.I.: 10.1 - 12.6,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 6.2 - 14.5),Second Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
503,8014031000,"Census Tract 310, Broomfield County, Colorado",Broomfield,3955,16,12.7,95% C.I.: 11.6 - 14.1,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 6.2 - 14.5),Middle Quintile,State Estimate 14.0% (95% C.I.: 13.6 - 14.4)
