OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,PhysHealth_Census_Tract_Estimate,PhysHealth_Estimate_Confidence_Interval,PhysHealth_Map_Symbol_withinHSR,PhysHealth_County_Regional_Estimate,PhysHealth_Map_Symbol_State,PhysHealth_State_Estimate
952,8031005200,"Census Tract 52, Denver County, Colorado",Denver,2820,20,8.8,95% C.I.: 8.5 - 9.1,Middle Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
953,8031002100,"Census Tract 21, Denver County, Colorado",Denver,5131,20,8.1,95% C.I.: 7.8 - 8.4,Second Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
954,8031000902,"Census Tract 9.02, Denver County, Colorado",Denver,4638,20,10.1,95% C.I.: 9.7 - 10.6,Fourth Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
955,8031000904,"Census Tract 9.04, Denver County, Colorado",Denver,3593,20,10.6,95% C.I.: 10.1 - 11.1,Highest Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
956,8031008305,"Census Tract 83.05, Denver County, Colorado",Denver,2949,20,10.4,95% C.I.: 9.9 - 10.9,Highest Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
957,8031008304,"Census Tract 83.04, Denver County, Colorado",Denver,2505,20,10.3,95% C.I.: 9.8 - 10.8,Fourth Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
958,8031007006,"Census Tract 70.06, Denver County, Colorado",Denver,3887,20,8.4,95% C.I.: 8 - 8.8,Second Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
959,8031004505,"Census Tract 45.05, Denver County, Colorado",Denver,2984,20,9,95% C.I.: 8.6 - 9.4,Middle Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
960,8031004504,"Census Tract 45.04, Denver County, Colorado",Denver,2861,20,10.4,95% C.I.: 9.9 - 10.9,Highest Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
961,8031004503,"Census Tract 45.03, Denver County, Colorado",Denver,2638,20,9.5,95% C.I.: 9.1 - 10,Fourth Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
962,8031004006,"Census Tract 40.06, Denver County, Colorado",Denver,3921,20,7.8,95% C.I.: 7.6 - 8.1,Lowest Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
963,8031003001,"Census Tract 30.01, Denver County, Colorado",Denver,4747,20,7.5,95% C.I.: 7.2 - 7.7,Lowest Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
964,8031001403,"Census Tract 14.03, Denver County, Colorado",Denver,2948,20,7.7,95% C.I.: 7.4 - 8,Lowest Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
965,8031006813,"Census Tract 68.13, Denver County, Colorado",Denver,3644,20,9,95% C.I.: 8.7 - 9.4,Middle Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
966,8031006814,"Census Tract 68.14, Denver County, Colorado",Denver,3659,20,9,95% C.I.: 8.6 - 9.3,Middle Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
967,8031006811,"Census Tract 68.11, Denver County, Colorado",Denver,5364,20,9.2,95% C.I.: 8.9 - 9.6,Middle Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
968,8031007037,"Census Tract 70.37, Denver County, Colorado",Denver,3238,20,9.7,95% C.I.: 9.2 - 10.1,Fourth Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
969,8031007088,"Census Tract 70.88, Denver County, Colorado",Denver,4303,20,9.5,95% C.I.: 9.2 - 9.9,Fourth Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
970,8031007089,"Census Tract 70.89, Denver County, Colorado",Denver,4783,20,12.2,95% C.I.: 11.8 - 12.6,Highest Quintile,County/Regional Estimate 9.8% (95% C.I.: 8.6 - 11),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
971,8005081800,"Census Tract 818, Arapahoe County, Colorado",Arapahoe,3886,15,7.9,95% C.I.: 7.5 - 8.4,Second Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
972,8005007500,"Census Tract 75, Arapahoe County, Colorado",Arapahoe,1802,15,8.4,95% C.I.: 8 - 8.8,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
973,8005082300,"Census Tract 823, Arapahoe County, Colorado",Arapahoe,2849,15,7.3,95% C.I.: 6.9 - 7.7,Lowest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
974,8005081600,"Census Tract 816, Arapahoe County, Colorado",Arapahoe,3854,15,8.7,95% C.I.: 8.3 - 9,Highest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
975,8005080700,"Census Tract 807, Arapahoe County, Colorado",Arapahoe,4271,15,8.6,95% C.I.: 8.2 - 9.1,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
976,8005006808,"Census Tract 68.08, Arapahoe County, Colorado",Arapahoe,4071,15,8.2,95% C.I.: 8 - 8.5,Middle Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
977,8005084600,"Census Tract 846, Arapahoe County, Colorado",Arapahoe,4166,15,8.1,95% C.I.: 7.8 - 8.4,Middle Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
978,8005006711,"Census Tract 67.11, Arapahoe County, Colorado",Arapahoe,3085,15,8.4,95% C.I.: 8.1 - 8.7,Fourth Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
979,8005006815,"Census Tract 68.15, Arapahoe County, Colorado",Arapahoe,3424,15,7.8,95% C.I.: 7.5 - 8.1,Second Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
980,8005082600,"Census Tract 826, Arapahoe County, Colorado",Arapahoe,3776,15,9.1,95% C.I.: 8.7 - 9.6,Highest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
981,8005080200,"Census Tract 802, Arapahoe County, Colorado",Arapahoe,5087,15,8.9,95% C.I.: 8.5 - 9.3,Highest Quintile,County/Regional Estimate 7.9% (95% C.I.: 6.8 - 9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
982,8041003801,"Census Tract 38.01, El Paso County, Colorado",El Paso,1199,4,9.4,95% C.I.: 9.1 - 9.8,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
983,8041005111,"Census Tract 51.11, El Paso County, Colorado",El Paso,5344,4,9.5,95% C.I.: 9.1 - 9.9,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
984,8041007101,"Census Tract 71.01, El Paso County, Colorado",El Paso,5417,4,10,95% C.I.: 9.7 - 10.4,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
985,8041007201,"Census Tract 72.01, El Paso County, Colorado",El Paso,6585,4,10.2,95% C.I.: 9.9 - 10.6,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
986,8041006901,"Census Tract 69.01, El Paso County, Colorado",El Paso,3640,4,9.6,95% C.I.: 9.3 - 9.9,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
987,8041006301,"Census Tract 63.01, El Paso County, Colorado",El Paso,3522,4,10.5,95% C.I.: 10 - 11,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
988,8041006302,"Census Tract 63.02, El Paso County, Colorado",El Paso,4190,4,9.9,95% C.I.: 9.5 - 10.4,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
989,8041005110,"Census Tract 51.10, El Paso County, Colorado",El Paso,3198,4,9.7,95% C.I.: 9.4 - 10.1,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
990,8041006801,"Census Tract 68.01, El Paso County, Colorado",El Paso,3138,4,9.3,95% C.I.: 9 - 9.6,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
991,8041006802,"Census Tract 68.02, El Paso County, Colorado",El Paso,2885,4,10.2,95% C.I.: 9.8 - 10.6,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
992,8041004601,"Census Tract 46.01, El Paso County, Colorado",El Paso,3005,4,9.5,95% C.I.: 9.2 - 9.7,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
993,8041004511,"Census Tract 45.11, El Paso County, Colorado",El Paso,5210,4,10.3,95% C.I.: 9.9 - 10.7,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
994,8041004602,"Census Tract 46.02, El Paso County, Colorado",El Paso,3019,4,10.2,95% C.I.: 9.9 - 10.5,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
995,8041007601,"Census Tract 76.01, El Paso County, Colorado",El Paso,5597,4,10.4,95% C.I.: 10 - 10.7,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
996,8041007602,"Census Tract 76.02, El Paso County, Colorado",El Paso,2769,4,10.1,95% C.I.: 9.8 - 10.4,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
997,8041007202,"Census Tract 72.02, El Paso County, Colorado",El Paso,6683,4,10.8,95% C.I.: 10.5 - 11.2,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
998,8041003802,"Census Tract 38.02, El Paso County, Colorado",El Paso,4072,4,5.3,95% C.I.: 5 - 5.5,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
999,8041003307,"Census Tract 33.07, El Paso County, Colorado",El Paso,2702,4,9.6,95% C.I.: 9.2 - 9.9,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1000,8041003400,"Census Tract 34, El Paso County, Colorado",El Paso,3010,4,10,95% C.I.: 9.7 - 10.2,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1001,8041006700,"Census Tract 67, El Paso County, Colorado",El Paso,4885,4,9.9,95% C.I.: 9.6 - 10.1,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1002,8041003701,"Census Tract 37.01, El Paso County, Colorado",El Paso,6156,4,9.6,95% C.I.: 9.3 - 9.9,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1003,8041004100,"Census Tract 41, El Paso County, Colorado",El Paso,3650,4,9.7,95% C.I.: 9.4 - 10.1,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1004,8041004200,"Census Tract 42, El Paso County, Colorado",El Paso,3046,4,10,95% C.I.: 9.6 - 10.5,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1005,8041004508,"Census Tract 45.08, El Paso County, Colorado",El Paso,4819,4,10.6,95% C.I.: 10.3 - 11,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1006,8041004507,"Census Tract 45.07, El Paso County, Colorado",El Paso,2597,4,10.5,95% C.I.: 10.1 - 11,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1007,8041004506,"Census Tract 45.06, El Paso County, Colorado",El Paso,3766,4,10.5,95% C.I.: 10.1 - 10.9,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1008,8041004300,"Census Tract 43, El Paso County, Colorado",El Paso,5081,4,10.7,95% C.I.: 10.3 - 11.1,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1009,8041005000,"Census Tract 50, El Paso County, Colorado",El Paso,4095,4,9.6,95% C.I.: 9.2 - 9.9,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1010,8041006200,"Census Tract 62, El Paso County, Colorado",El Paso,3815,4,10.1,95% C.I.: 9.7 - 10.5,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1011,8041006100,"Census Tract 61, El Paso County, Colorado",El Paso,2833,4,9.6,95% C.I.: 9.2 - 10,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1012,8041006000,"Census Tract 60, El Paso County, Colorado",El Paso,5024,4,10.2,95% C.I.: 9.7 - 10.6,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1013,8041005900,"Census Tract 59, El Paso County, Colorado",El Paso,5583,4,9.7,95% C.I.: 9.3 - 10,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1014,8041005800,"Census Tract 58, El Paso County, Colorado",El Paso,2408,4,10.4,95% C.I.: 10.1 - 10.8,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1015,8041005700,"Census Tract 57, El Paso County, Colorado",El Paso,4794,4,10.6,95% C.I.: 10.2 - 11,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1016,8041005602,"Census Tract 56.02, El Paso County, Colorado",El Paso,2553,4,10.4,95% C.I.: 10 - 10.8,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1017,8041004703,"Census Tract 47.03, El Paso County, Colorado",El Paso,4688,4,9.8,95% C.I.: 9.4 - 10.1,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1018,8041004009,"Census Tract 40.09, El Paso County, Colorado",El Paso,1279,4,9.6,95% C.I.: 9.2 - 10,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1019,8041005202,"Census Tract 52.02, El Paso County, Colorado",El Paso,2105,4,9.8,95% C.I.: 9.4 - 10.2,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1020,8041003905,"Census Tract 39.05, El Paso County, Colorado",El Paso,2870,4,8.7,95% C.I.: 8.5 - 9,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1021,8041003706,"Census Tract 37.06, El Paso County, Colorado",El Paso,3452,4,10.1,95% C.I.: 9.8 - 10.4,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1022,8041003705,"Census Tract 37.05, El Paso County, Colorado",El Paso,4463,4,9.9,95% C.I.: 9.6 - 10.2,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1023,8041003000,"Census Tract 30, El Paso County, Colorado",El Paso,3727,4,9.7,95% C.I.: 9.4 - 10,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1024,8041003303,"Census Tract 33.03, El Paso County, Colorado",El Paso,4733,4,10.5,95% C.I.: 10 - 10.9,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1025,8041004503,"Census Tract 45.03, El Paso County, Colorado",El Paso,9686,4,9.7,95% C.I.: 9.3 - 10,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1026,8041002900,"Census Tract 29, El Paso County, Colorado",El Paso,4121,4,10.8,95% C.I.: 10.4 - 11.3,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1027,8041002000,"Census Tract 20, El Paso County, Colorado",El Paso,5135,4,10,95% C.I.: 9.6 - 10.4,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1028,8041004502,"Census Tract 45.02, El Paso County, Colorado",El Paso,4357,4,10.1,95% C.I.: 9.7 - 10.5,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1029,8041001900,"Census Tract 19, El Paso County, Colorado",El Paso,3580,4,10.5,95% C.I.: 10.1 - 11,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1030,8041001800,"Census Tract 18, El Paso County, Colorado",El Paso,1683,4,9.2,95% C.I.: 8.9 - 9.5,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1031,8041001700,"Census Tract 17, El Paso County, Colorado",El Paso,1643,4,9.5,95% C.I.: 9.2 - 9.9,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1032,8041001600,"Census Tract 16, El Paso County, Colorado",El Paso,3363,4,6.8,95% C.I.: 6.6 - 7.1,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1033,8041001500,"Census Tract 15, El Paso County, Colorado",El Paso,1746,4,10.4,95% C.I.: 10.1 - 10.8,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1034,8041003906,"Census Tract 39.06, El Paso County, Colorado",El Paso,4905,4,10,95% C.I.: 9.7 - 10.3,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1035,8041001101,"Census Tract 11.01, El Paso County, Colorado",El Paso,1274,4,10.3,95% C.I.: 9.9 - 10.7,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1036,8041001000,"Census Tract 10, El Paso County, Colorado",El Paso,1912,4,10.1,95% C.I.: 9.9 - 10.5,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1037,8041000900,"Census Tract 9, El Paso County, Colorado",El Paso,1871,4,9.7,95% C.I.: 9.4 - 10,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1038,8041005109,"Census Tract 51.09, El Paso County, Colorado",El Paso,5637,4,10,95% C.I.: 9.7 - 10.4,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1039,8041005105,"Census Tract 51.05, El Paso County, Colorado",El Paso,5267,4,9.4,95% C.I.: 9 - 9.7,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1040,8041005107,"Census Tract 51.07, El Paso County, Colorado",El Paso,6209,4,9.8,95% C.I.: 9.4 - 10.1,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1041,8041007102,"Census Tract 71.02, El Paso County, Colorado",El Paso,6479,4,10.1,95% C.I.: 9.8 - 10.4,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1042,8041004705,"Census Tract 47.05, El Paso County, Colorado",El Paso,5983,4,9.4,95% C.I.: 9 - 9.8,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1043,8041005106,"Census Tract 51.06, El Paso County, Colorado",El Paso,7151,4,9.5,95% C.I.: 9.2 - 9.9,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1044,8041004706,"Census Tract 47.06, El Paso County, Colorado",El Paso,3771,4,9.6,95% C.I.: 9.3 - 9.9,Second Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1045,8041006902,"Census Tract 69.02, El Paso County, Colorado",El Paso,3611,4,9,95% C.I.: 8.7 - 9.3,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1046,8041004603,"Census Tract 46.03, El Paso County, Colorado",El Paso,4673,4,9,95% C.I.: 8.6 - 9.3,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1047,8041004510,"Census Tract 45.10, El Paso County, Colorado",El Paso,6546,4,9.2,95% C.I.: 8.8 - 9.6,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1048,8041005108,"Census Tract 51.08, El Paso County, Colorado",El Paso,6615,4,10,95% C.I.: 9.6 - 10.3,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1049,8041003308,"Census Tract 33.08, El Paso County, Colorado",El Paso,4389,4,9.2,95% C.I.: 8.8 - 9.6,Lowest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Middle Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
1050,8041003305,"Census Tract 33.05, El Paso County, Colorado",El Paso,5408,4,10.4,95% C.I.: 10.1 - 10.7,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.9 - 10.9),Fourth Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
