OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,Fluvax_Census_Tract_Estimate,Fluvax_Estimate_Confidence_Interval,Fluvax_Map_Symbol_withinHSR,Fluvax_County_Regional_Estimate,Fluvax_Map_Symbol_State,Fluvax_State_Estimate
11,8049000100,"Census Tract 1, Grand County, Colorado",Grand,2203,12,30.7,95% C.I.: 28.1 - 34,Highest Qunitile,County/Regional Estimate 30.6% (95% C.I.: 20.9 - 40.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
12,8081000600,"Census Tract 6, Moffat County, Colorado",Moffat,958,11,42,95% C.I.: 38.9 - 45.2,Fourth Quintile,County/Regional Estimate 42.2% (95% C.I.: 33 - 51.4),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
13,8081000500,"Census Tract 5, Moffat County, Colorado",Moffat,3137,11,37.7,95% C.I.: 35 - 40.8,Highest Qunitile,County/Regional Estimate 42.2% (95% C.I.: 33 - 51.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
14,8081000400,"Census Tract 4, Moffat County, Colorado",Moffat,3471,11,39.8,95% C.I.: 36.8 - 43,Highest Qunitile,County/Regional Estimate 42.2% (95% C.I.: 33 - 51.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
15,8081000300,"Census Tract 3, Moffat County, Colorado",Moffat,2123,11,43,95% C.I.: 40.3 - 45.8,Middle Quintile,County/Regional Estimate 42.2% (95% C.I.: 33 - 51.4),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
16,8057955600,"Census Tract 9556, Jackson County, Colorado",Jackson,1082,11,40,95% C.I.: 35.8 - 46,Fourth Quintile,County/Regional Estimate 42.1% (95% C.I.: 36.9 - 47.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
17,8121924100,"Census Tract 9241, Washington County, Colorado",Washington,1455,1,44.2,95% C.I.: 40 - 48.3,Lowest Quintile,County/Regional Estimate 41.6% (95% C.I.: 28.2 - 55.1),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
18,8107000800,"Census Tract 8, Routt County, Colorado",Routt,1658,11,45.5,95% C.I.: 42.9 - 47.9,Second Quintile,County/Regional Estimate 44.2% (95% C.I.: 36.3 - 52.1),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
19,8107000700,"Census Tract 7, Routt County, Colorado",Routt,4215,11,43.5,95% C.I.: 41.1 - 45.9,Middle Quintile,County/Regional Estimate 44.2% (95% C.I.: 36.3 - 52.1),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
20,8107000500,"Census Tract 5, Routt County, Colorado",Routt,3589,11,42.8,95% C.I.: 40.5 - 45.1,Middle Quintile,County/Regional Estimate 44.2% (95% C.I.: 36.3 - 52.1),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
21,8107000200,"Census Tract 2, Routt County, Colorado",Routt,1487,11,47.5,95% C.I.: 44.9 - 49.8,Lowest Quintile,County/Regional Estimate 44.2% (95% C.I.: 36.3 - 52.1),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
22,8107000400,"Census Tract 4, Routt County, Colorado",Routt,2958,11,44.5,95% C.I.: 42.1 - 46.7,Second Quintile,County/Regional Estimate 44.2% (95% C.I.: 36.3 - 52.1),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
23,8107000600,"Census Tract 6, Routt County, Colorado",Routt,2509,11,44.9,95% C.I.: 42.7 - 47.1,Second Quintile,County/Regional Estimate 44.2% (95% C.I.: 36.3 - 52.1),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
24,8107000300,"Census Tract 3, Routt County, Colorado",Routt,1805,11,45.8,95% C.I.: 43.4 - 48,Lowest Quintile,County/Regional Estimate 44.2% (95% C.I.: 36.3 - 52.1),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
25,8107000100,"Census Tract 1, Routt County, Colorado",Routt,1532,11,46.8,95% C.I.: 44.7 - 48.9,Lowest Quintile,County/Regional Estimate 44.2% (95% C.I.: 36.3 - 52.1),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
26,8051963900,"Census Tract 9639, Gunnison County, Colorado",Gunnison,776,10,41,95% C.I.: 37.5 - 44.1,Middle Quintile,County/Regional Estimate 35.2% (95% C.I.: 25.7 - 44.6),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
27,8051963700,"Census Tract 9637, Gunnison County, Colorado",Gunnison,5729,10,27.6,95% C.I.: 24.6 - 30.8,Highest Qunitile,County/Regional Estimate 35.2% (95% C.I.: 25.7 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
28,8051963600,"Census Tract 9636, Gunnison County, Colorado",Gunnison,3065,10,35.6,95% C.I.: 33 - 38,Fourth Quintile,County/Regional Estimate 35.2% (95% C.I.: 25.7 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
29,8051963800,"Census Tract 9638, Gunnison County, Colorado",Gunnison,3774,10,30.5,95% C.I.: 27.9 - 33,Highest Qunitile,County/Regional Estimate 35.2% (95% C.I.: 25.7 - 44.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
30,8021974900,"Census Tract 9749, Conejos County, Colorado",Conejos,3029,8,40.8,95% C.I.: 36.4 - 45.4,Fourth Quintile,County/Regional Estimate 39.7% (95% C.I.: 29.1 - 50.3),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
31,8021974800,"Census Tract 9748, Conejos County, Colorado",Conejos,2876,8,47.6,95% C.I.: 42.5 - 52.4,Second Quintile,County/Regional Estimate 39.7% (95% C.I.: 29.1 - 50.3),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
32,8037000703,"Census Tract 7.03, Eagle County, Colorado",Eagle,2394,12,39.9,95% C.I.: 38.2 - 41.9,Second Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
33,8037000301,"Census Tract 3.01, Eagle County, Colorado",Eagle,4847,12,41.8,95% C.I.: 40 - 43.8,Lowest Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
34,8037000702,"Census Tract 7.02, Eagle County, Colorado",Eagle,1428,12,39.5,95% C.I.: 37.8 - 41.5,Second Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
35,8037000402,"Census Tract 4.02, Eagle County, Colorado",Eagle,3591,12,39.8,95% C.I.: 37.9 - 42.2,Second Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
36,8037000501,"Census Tract 5.01, Eagle County, Colorado",Eagle,590,12,49.3,95% C.I.: 47.4 - 51.2,Lowest Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
37,8037000502,"Census Tract 5.02, Eagle County, Colorado",Eagle,3371,12,33,95% C.I.: 31.2 - 35.3,Highest Qunitile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
38,8037000302,"Census Tract 3.02, Eagle County, Colorado",Eagle,1834,12,43.2,95% C.I.: 41.4 - 45.1,Lowest Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
39,8037000403,"Census Tract 4.03, Eagle County, Colorado",Eagle,5966,12,39.4,95% C.I.: 37.7 - 41,Middle Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
40,8037000701,"Census Tract 7.01, Eagle County, Colorado",Eagle,1326,12,34.6,95% C.I.: 33 - 36.3,Fourth Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
41,8037000401,"Census Tract 4.01, Eagle County, Colorado",Eagle,3403,12,38.2,95% C.I.: 36.4 - 40.1,Middle Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
42,8037000503,"Census Tract 5.03, Eagle County, Colorado",Eagle,4804,12,36.8,95% C.I.: 35 - 39,Fourth Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
43,8037000100,"Census Tract 1, Eagle County, Colorado",Eagle,1204,12,40.6,95% C.I.: 38.7 - 42.7,Lowest Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
44,8037000600,"Census Tract 6, Eagle County, Colorado",Eagle,1354,12,36.6,95% C.I.: 34.7 - 38.8,Fourth Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
45,8037000200,"Census Tract 2, Eagle County, Colorado",Eagle,5529,12,39.5,95% C.I.: 37.8 - 41.3,Second Quintile,County/Regional Estimate 41.5% (95% C.I.: 35.5 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
46,8045951901,"Census Tract 9519.01, Garfield County, Colorado",Garfield,3467,12,39.7,95% C.I.: 38.2 - 41.2,Second Quintile,County/Regional Estimate 39% (95% C.I.: 33.7 - 44.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
47,8045951701,"Census Tract 9517.01, Garfield County, Colorado",Garfield,3103,12,39.5,95% C.I.: 37.9 - 41.1,Second Quintile,County/Regional Estimate 39% (95% C.I.: 33.7 - 44.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
48,8045951902,"Census Tract 9519.02, Garfield County, Colorado",Garfield,5234,12,39.4,95% C.I.: 37.8 - 41,Middle Quintile,County/Regional Estimate 39% (95% C.I.: 33.7 - 44.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
49,8045951702,"Census Tract 9517.02, Garfield County, Colorado",Garfield,2948,12,39.1,95% C.I.: 37.7 - 40.6,Middle Quintile,County/Regional Estimate 39% (95% C.I.: 33.7 - 44.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
50,8045952001,"Census Tract 9520.01, Garfield County, Colorado",Garfield,3716,12,38.6,95% C.I.: 36.9 - 40.4,Middle Quintile,County/Regional Estimate 39% (95% C.I.: 33.7 - 44.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
51,8045952002,"Census Tract 9520.02, Garfield County, Colorado",Garfield,5960,12,37.9,95% C.I.: 36.4 - 39.4,Fourth Quintile,County/Regional Estimate 39% (95% C.I.: 33.7 - 44.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
52,8045951803,"Census Tract 9518.03, Garfield County, Colorado",Garfield,4590,12,33.8,95% C.I.: 32.4 - 35.4,Highest Qunitile,County/Regional Estimate 39% (95% C.I.: 33.7 - 44.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
53,8045951804,"Census Tract 9518.04, Garfield County, Colorado",Garfield,3152,12,43,95% C.I.: 41.4 - 44.5,Lowest Quintile,County/Regional Estimate 39% (95% C.I.: 33.7 - 44.3),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
54,8045951802,"Census Tract 9518.02, Garfield County, Colorado",Garfield,2946,12,41,95% C.I.: 39.5 - 42.5,Lowest Quintile,County/Regional Estimate 39% (95% C.I.: 33.7 - 44.3),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
55,8045952100,"Census Tract 9521, Garfield County, Colorado",Garfield,5069,12,40.5,95% C.I.: 38.9 - 42.3,Lowest Quintile,County/Regional Estimate 39% (95% C.I.: 33.7 - 44.3),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
56,8067970704,"Census Tract 9707.04, La Plata County, Colorado",La Plata,3333,9,38.1,95% C.I.: 36.7 - 39.5,Lowest Quintile,County/Regional Estimate 35.8% (95% C.I.: 31.2 - 40.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
57,8067970703,"Census Tract 9707.03, La Plata County, Colorado",La Plata,4471,9,36.5,95% C.I.: 35 - 38,Lowest Quintile,County/Regional Estimate 35.8% (95% C.I.: 31.2 - 40.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
58,8067970701,"Census Tract 9707.01, La Plata County, Colorado",La Plata,3965,9,35.2,95% C.I.: 33.6 - 36.8,Middle Quintile,County/Regional Estimate 35.8% (95% C.I.: 31.2 - 40.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
59,8067940300,"Census Tract 9403, La Plata County, Colorado",La Plata,4760,9,39.1,95% C.I.: 37 - 41,Lowest Quintile,County/Regional Estimate 35.8% (95% C.I.: 31.2 - 40.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
60,8097000500,"Census Tract 5, Pitkin County, Colorado",Pitkin,1867,12,33.8,95% C.I.: 31.3 - 36.7,Highest Qunitile,County/Regional Estimate 37.7% (95% C.I.: 27.8 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
61,8097000401,"Census Tract 4.01, Pitkin County, Colorado",Pitkin,4147,12,39.4,95% C.I.: 36.6 - 42.4,Middle Quintile,County/Regional Estimate 37.7% (95% C.I.: 27.8 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
62,8097000402,"Census Tract 4.02, Pitkin County, Colorado",Pitkin,2527,12,38.1,95% C.I.: 35 - 41.7,Fourth Quintile,County/Regional Estimate 37.7% (95% C.I.: 27.8 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
63,8097000100,"Census Tract 1, Pitkin County, Colorado",Pitkin,6326,12,37.5,95% C.I.: 34.7 - 40.5,Fourth Quintile,County/Regional Estimate 37.7% (95% C.I.: 27.8 - 47.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
64,8117000402,"Census Tract 4.02, Summit County, Colorado",Summit,5673,12,34.5,95% C.I.: 32.7 - 36.3,Fourth Quintile,County/Regional Estimate 37.2% (95% C.I.: 29.4 - 45.1),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
65,8117000401,"Census Tract 4.01, Summit County, Colorado",Summit,3393,12,33.6,95% C.I.: 31.7 - 35.5,Highest Qunitile,County/Regional Estimate 37.2% (95% C.I.: 29.4 - 45.1),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
66,8117000100,"Census Tract 1, Summit County, Colorado",Summit,6816,12,38.9,95% C.I.: 36.9 - 41.1,Middle Quintile,County/Regional Estimate 37.2% (95% C.I.: 29.4 - 45.1),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
67,8117000200,"Census Tract 2, Summit County, Colorado",Summit,5528,12,33.4,95% C.I.: 31.4 - 35.8,Highest Qunitile,County/Regional Estimate 37.2% (95% C.I.: 29.4 - 45.1),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
68,8117000300,"Census Tract 3, Summit County, Colorado",Summit,3511,12,40,95% C.I.: 38.1 - 42,Second Quintile,County/Regional Estimate 37.2% (95% C.I.: 29.4 - 45.1),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
69,8067971100,"Census Tract 9711, La Plata County, Colorado",La Plata,3784,9,34.8,95% C.I.: 33.1 - 36.3,Fourth Quintile,County/Regional Estimate 35.8% (95% C.I.: 31.2 - 40.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
70,8067971000,"Census Tract 9710, La Plata County, Colorado",La Plata,2322,9,36.1,95% C.I.: 34.4 - 37.6,Middle Quintile,County/Regional Estimate 35.8% (95% C.I.: 31.2 - 40.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
71,8067970900,"Census Tract 9709, La Plata County, Colorado",La Plata,3409,9,36.5,95% C.I.: 34.9 - 38,Second Quintile,County/Regional Estimate 35.8% (95% C.I.: 31.2 - 40.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
72,8067970800,"Census Tract 9708, La Plata County, Colorado",La Plata,6155,9,30.2,95% C.I.: 28.9 - 31.7,Highest Qunitile,County/Regional Estimate 35.8% (95% C.I.: 31.2 - 40.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
73,8067940400,"Census Tract 9404, La Plata County, Colorado",La Plata,4511,9,37.2,95% C.I.: 35.6 - 38.8,Lowest Quintile,County/Regional Estimate 35.8% (95% C.I.: 31.2 - 40.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
74,8067970600,"Census Tract 9706, La Plata County, Colorado",La Plata,7255,9,36.2,95% C.I.: 34.8 - 37.6,Second Quintile,County/Regional Estimate 35.8% (95% C.I.: 31.2 - 40.4),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
75,8065961900,"Census Tract 9619, Lake County, Colorado",Lake,1659,13,32.9,95% C.I.: 29.2 - 37.1,Fourth Quintile,County/Regional Estimate 31.8% (95% C.I.: 19.9 - 43.7),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
76,8065961700,"Census Tract 9617, Lake County, Colorado",Lake,4485,13,30,95% C.I.: 26.3 - 34.5,Highest Quintile,County/Regional Estimate 31.8% (95% C.I.: 19.9 - 43.7),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
77,8029965100,"Census Tract 9651, Delta County, Colorado",Delta,3447,10,31.8,95% C.I.: 29.9 - 33.8,Highest Qunitile,County/Regional Estimate 33.6% (95% C.I.: 28 - 39.2),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
78,8029965200,"Census Tract 9652, Delta County, Colorado",Delta,3296,10,36.1,95% C.I.: 34.4 - 37.8,Fourth Quintile,County/Regional Estimate 33.6% (95% C.I.: 28 - 39.2),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
79,8029964600,"Census Tract 9646, Delta County, Colorado",Delta,2892,10,32.7,95% C.I.: 31 - 34.4,Highest Qunitile,County/Regional Estimate 33.6% (95% C.I.: 28 - 39.2),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
80,8029965000,"Census Tract 9650, Delta County, Colorado",Delta,3690,10,31,95% C.I.: 29.5 - 32.7,Highest Qunitile,County/Regional Estimate 33.6% (95% C.I.: 28 - 39.2),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
81,8029964900,"Census Tract 9649, Delta County, Colorado",Delta,4176,10,33.2,95% C.I.: 31.3 - 35.1,Fourth Quintile,County/Regional Estimate 33.6% (95% C.I.: 28 - 39.2),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
82,8029964800,"Census Tract 9648, Delta County, Colorado",Delta,3359,10,30.9,95% C.I.: 28.9 - 33,Highest Qunitile,County/Regional Estimate 33.6% (95% C.I.: 28 - 39.2),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
83,8029964700,"Census Tract 9647, Delta County, Colorado",Delta,3201,10,37.3,95% C.I.: 35.5 - 39.1,Fourth Quintile,County/Regional Estimate 33.6% (95% C.I.: 28 - 39.2),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
84,8003960300,"Census Tract 9603, Alamosa County, Colorado",Alamosa,3872,8,36.2,95% C.I.: 32.4 - 39.9,Fourth Quintile,County/Regional Estimate 41.6% (95% C.I.: 32.6 - 50.6),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
85,8003960200,"Census Tract 9602, Alamosa County, Colorado",Alamosa,5184,8,42.3,95% C.I.: 39 - 45.4,Fourth Quintile,County/Regional Estimate 41.6% (95% C.I.: 32.6 - 50.6),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
86,8113968102,"Census Tract 9681.02, San Miguel County, Colorado",San Miguel,1598,10,48.2,95% C.I.: 41.8 - 55,Lowest Quintile,County/Regional Estimate 57.6% (95% C.I.: 37.1 - 78.1),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
87,8113968101,"Census Tract 9681.01, San Miguel County, Colorado",San Miguel,1534,10,50.4,95% C.I.: 44.6 - 56.3,Lowest Quintile,County/Regional Estimate 57.6% (95% C.I.: 37.1 - 78.1),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
88,8113968103,"Census Tract 9681.03, San Miguel County, Colorado",San Miguel,1700,10,52.3,95% C.I.: 48.4 - 56.3,Lowest Quintile,County/Regional Estimate 57.6% (95% C.I.: 37.1 - 78.1),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
89,8113968200,"Census Tract 9682, San Miguel County, Colorado",San Miguel,1523,10,50.4,95% C.I.: 44.9 - 56.2,Lowest Quintile,County/Regional Estimate 57.6% (95% C.I.: 37.1 - 78.1),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
90,8079973600,"Census Tract 9736, Mineral County, Colorado",Mineral,752,8,63.1,95% C.I.: 55.5 - 69.5,Lowest Quintile,County/Regional Estimate 42.1% (95% C.I.: 37.2 - 47),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
91,8083941100,"Census Tract 9411, Montezuma County, Colorado",Montezuma,968,9,30.1,95% C.I.: 27.2 - 33.5,Highest Qunitile,County/Regional Estimate 35.8% (95% C.I.: 29.6 - 42),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
92,8083969400,"Census Tract 9694, Montezuma County, Colorado",Montezuma,2982,9,33.3,95% C.I.: 30.5 - 35.8,Highest Qunitile,County/Regional Estimate 35.8% (95% C.I.: 29.6 - 42),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
93,8083969100,"Census Tract 9691, Montezuma County, Colorado",Montezuma,2997,9,34.9,95% C.I.: 32.7 - 37.1,Fourth Quintile,County/Regional Estimate 35.8% (95% C.I.: 29.6 - 42),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
94,8083969200,"Census Tract 9692, Montezuma County, Colorado",Montezuma,2306,9,36.8,95% C.I.: 34.7 - 38.9,Lowest Quintile,County/Regional Estimate 35.8% (95% C.I.: 29.6 - 42),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
95,8083969000,"Census Tract 9690, Montezuma County, Colorado",Montezuma,2518,9,36.2,95% C.I.: 33.7 - 38.2,Second Quintile,County/Regional Estimate 35.8% (95% C.I.: 29.6 - 42),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
96,8083969600,"Census Tract 9696, Montezuma County, Colorado",Montezuma,4090,9,34.9,95% C.I.: 32.7 - 37.4,Fourth Quintile,County/Regional Estimate 35.8% (95% C.I.: 29.6 - 42),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
97,8083969300,"Census Tract 9693, Montezuma County, Colorado",Montezuma,4111,9,34.4,95% C.I.: 32.1 - 36.8,Fourth Quintile,County/Regional Estimate 35.8% (95% C.I.: 29.6 - 42),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
98,8003960000,"Census Tract 9600, Alamosa County, Colorado",Alamosa,1260,8,44.3,95% C.I.: 40.9 - 47.6,Middle Quintile,County/Regional Estimate 41.6% (95% C.I.: 32.6 - 50.6),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
99,8003960100,"Census Tract 9601, Alamosa County, Colorado",Alamosa,2053,8,48.3,95% C.I.: 44.8 - 51.6,Lowest Quintile,County/Regional Estimate 41.6% (95% C.I.: 32.6 - 50.6),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
100,8091967600,"Census Tract 9676, Ouray County, Colorado",Ouray,3968,10,32.9,95% C.I.: 28.6 - 37.7,Fourth Quintile,County/Regional Estimate 35.2% (95% C.I.: 20.5 - 50),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
101,8033000100,"Census Tract 1, Dolores County, Colorado",Dolores,1375,9,36,95% C.I.: 32.2 - 40.2,Middle Quintile,County/Regional Estimate 37.2% (95% C.I.: 22.9 - 51.5),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
102,8109977600,"Census Tract 9776, Saguache County, Colorado",Saguache,2793,8,34.9,95% C.I.: 30.6 - 39.4,Highest Qunitile,County/Regional Estimate 40.6% (95% C.I.: 29.2 - 52.1),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
103,8109977700,"Census Tract 9777, Saguache County, Colorado",Saguache,2142,8,44.9,95% C.I.: 38.2 - 50.7,Middle Quintile,County/Regional Estimate 40.6% (95% C.I.: 29.2 - 52.1),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
104,8105976700,"Census Tract 9767, Rio Grande County, Colorado",Rio Grande,3644,8,51.2,95% C.I.: 45.6 - 56,Lowest Quintile,County/Regional Estimate 45.8% (95% C.I.: 35.7 - 56),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
105,8105977000,"Census Tract 9770, Rio Grande County, Colorado",Rio Grande,3615,8,45.1,95% C.I.: 40.8 - 48.9,Second Quintile,County/Regional Estimate 45.8% (95% C.I.: 35.7 - 56),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
106,8105976800,"Census Tract 9768, Rio Grande County, Colorado",Rio Grande,1460,8,48.1,95% C.I.: 42.1 - 53.4,Second Quintile,County/Regional Estimate 45.8% (95% C.I.: 35.7 - 56),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
107,8077001706,"Census Tract 17.06, Mesa County, Colorado",Mesa,4504,19,39.1,95% C.I.: 38 - 40.1,Fourth Quintile,County/Regional Estimate 41.6% (95% C.I.: 38.5 - 44.7),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
108,8077001707,"Census Tract 17.07, Mesa County, Colorado",Mesa,4425,19,39.8,95% C.I.: 38.8 - 40.8,Fourth Quintile,County/Regional Estimate 41.6% (95% C.I.: 38.5 - 44.7),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
109,8077001001,"Census Tract 10.01, Mesa County, Colorado",Mesa,3854,19,49.9,95% C.I.: 48.9 - 50.8,Lowest Quintile,County/Regional Estimate 41.6% (95% C.I.: 38.5 - 44.7),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
